name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Odense BK vs Nordsjælland,2025-08-31 14:00:00,Nordsjælland won after full-time.,Denmark Superliga,Odense BK,Nordsjælland,1.0,2.0,8.0,10.0,1.0,2.0,8.0,2.0,11.0,7.0,83.0,116.0,52.0,26.0,39.0,61.0,,,7.0,3.0,3.0,4.0,4.0,1.0,4.0,7.0,4.0,2.0,19.0,11.0,1.0,2.0,1.0,4.0,2.97,3.64,2.37,2.56,1.52,,,,,,,2.75,3.7,2.3,2.25,1.57,,,,,1.8,2.0,0.34,0.27,0.42,0.66,0.39,,,,,,,0.36,0.27,0.43,0.44,0.64,,,,,0.56,0.5,2025-2026
Randers FC vs FC København,2025-08-31 16:00:00,FC København won after full-time.,Denmark Superliga,Randers FC,FC København,1.0,5.0,9.0,2.0,1.0,5.0,1.0,3.0,6.0,14.0,93.0,113.0,31.0,33.0,40.0,60.0,,,3.0,7.0,3.0,7.0,2.0,0.0,4.0,4.0,4.0,10.0,11.0,12.0,4.0,2.0,2.0,1.0,4.73,3.96,1.75,2.15,1.72,,,,,1.83,2.05,4.5,3.9,1.72,2.05,1.7,,,,,1.82,1.97,0.21,0.25,0.57,0.58,0.47,,,,,0.55,0.49,0.22,0.26,0.58,0.49,0.59,,,,,0.55,0.51,2025-2026
Brøndby IF vs FC Midtjylland,2025-08-31 18:00:00,FC Midtjylland won after full-time.,Denmark Superliga,Brøndby IF,FC Midtjylland,1.0,3.0,4.0,3.0,3.0,4.0,4.0,7.0,15.0,21.0,99.0,105.0,41.0,55.0,49.0,51.0,,,10.0,15.0,5.0,6.0,1.0,0.0,7.0,6.0,11.0,14.0,11.0,13.0,4.0,5.0,1.0,3.0,2.59,3.63,2.69,2.77,1.45,,,,,,,2.55,3.4,2.62,2.62,1.44,,,,,,,0.39,0.28,0.37,0.69,0.36,,,,,,,0.39,0.29,0.38,0.38,0.69,,,,,,,2025-2026
Sønderjyske Fodbold vs Randers FC,2025-09-12 17:00:00,Randers FC won after full-time.,Denmark Superliga,Sønderjyske Fodbold,Randers FC,0.0,1.0,5.0,10.0,2.0,10.0,3.0,6.0,10.0,18.0,95.0,120.0,44.0,69.0,45.0,55.0,,,4.0,18.0,6.0,2.0,4.0,1.0,10.0,5.0,3.0,12.0,8.0,11.0,6.0,1.0,4.0,1.0,2.42,3.68,2.87,2.46,1.56,,,,,1.82,2.04,2.37,3.5,2.8,2.25,1.57,,,,,1.8,2.0,0.41,0.27,0.35,0.64,0.41,,,,,0.55,0.49,0.42,0.29,0.36,0.44,0.64,,,,,0.56,0.5,2025-2026
Brøndby IF vs FC København,2025-09-13 13:00:00,Brøndby IF won after full-time.,Denmark Superliga,Brøndby IF,FC København,2.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,7.0,10.0,95.0,93.0,41.0,51.0,43.0,57.0,1.0,0.0,5.0,8.0,2.0,2.0,1.0,0.0,9.0,5.0,4.0,6.0,17.0,19.0,2.0,3.0,3.0,1.0,4.18,3.63,1.92,2.2,1.69,,,,,1.84,2.05,4.1,3.3,1.9,2.0,1.75,,,,,1.82,1.97,0.24,0.28,0.52,0.59,0.45,,,,,0.54,0.49,0.24,0.3,0.53,0.5,0.57,,,,,0.55,0.51,2025-2026
Viborg FF vs AGF,2025-09-14 12:00:00,AGF won after full-time.,Denmark Superliga,Viborg FF,AGF,1.0,2.0,8.0,4.0,7.0,4.0,5.0,6.0,14.0,14.0,121.0,74.0,38.0,48.0,53.0,47.0,0.0,1.0,12.0,9.0,2.0,5.0,1.0,1.0,7.0,7.0,9.0,11.0,12.0,11.0,3.0,6.0,2.0,3.0,3.0,3.62,2.36,2.4,1.58,,,,,1.83,2.05,3.0,3.4,2.3,2.25,1.57,,,,,1.8,2.0,0.33,0.28,0.42,0.63,0.42,,,,,0.55,0.49,0.33,0.29,0.43,0.44,0.64,,,,,0.56,0.5,2025-2026
Nordsjælland vs FC Midtjylland,2025-09-14 14:00:00,Nordsjælland won after full-time.,Denmark Superliga,Nordsjælland,FC Midtjylland,1.0,0.0,9.0,2.0,6.0,1.0,5.0,3.0,15.0,5.0,97.0,87.0,68.0,28.0,58.0,42.0,,,13.0,2.0,2.0,3.0,0.0,3.0,3.0,5.0,9.0,4.0,10.0,12.0,1.0,4.0,2.0,3.0,2.94,3.84,2.31,3.1,1.37,,,,,,,2.87,3.6,2.3,2.75,1.4,,,,,,,0.34,0.26,0.43,0.73,0.32,,,,,,,0.35,0.28,0.43,0.36,0.71,,,,,,,2025-2026
Silkeborg IF vs Odense BK,2025-09-14 16:00:00,Silkeborg IF won after full-time.,Denmark Superliga,Silkeborg IF,Odense BK,2.0,1.0,11.0,10.0,2.0,11.0,1.0,9.0,6.0,13.0,73.0,120.0,22.0,56.0,47.0,53.0,,,2.0,9.0,4.0,4.0,4.0,2.0,9.0,1.0,4.0,11.0,11.0,16.0,1.0,1.0,1.0,3.0,2.41,3.78,2.83,2.54,1.53,,,,,,,2.35,3.7,2.7,2.37,1.53,,,,,,,0.41,0.26,0.35,0.65,0.39,,,,,,,0.43,0.27,0.37,0.42,0.65,,,,,,,2025-2026
Fredericia vs Vejle Boldklub,2025-09-15 17:00:00,Game ended in draw.,Denmark Superliga,Fredericia,Vejle Boldklub,1.0,1.0,6.0,12.0,9.0,4.0,6.0,8.0,14.0,18.0,94.0,95.0,45.0,59.0,54.0,46.0,,,11.0,11.0,3.0,7.0,2.0,0.0,9.0,9.0,10.0,11.0,7.0,10.0,5.0,4.0,2.0,2.0,2.8,3.74,2.45,2.41,1.6,,,,,1.85,1.99,2.7,3.5,2.5,2.25,1.57,,,,,1.82,1.97,0.36,0.27,0.41,0.62,0.41,,,,,0.54,0.5,0.37,0.29,0.4,0.44,0.64,,,,,0.55,0.51,2025-2026
Odense BK vs Fredericia,2025-09-19 17:00:00,Odense BK won after full-time.,Denmark Superliga,Odense BK,Fredericia,3.0,2.0,11.0,6.0,6.0,5.0,6.0,7.0,17.0,14.0,125.0,66.0,56.0,45.0,59.0,41.0,1.0,0.0,9.0,12.0,8.0,2.0,2.0,1.0,7.0,10.0,13.0,8.0,6.0,10.0,2.0,4.0,2.0,2.0,1.66,4.3,5.0,2.39,1.61,,,,,,,1.8,3.9,4.1,2.25,1.57,,,,,,,0.6,0.23,0.2,0.62,0.42,,,,,,,0.56,0.26,0.24,0.44,0.64,,,,,,,2025-2026
FC Midtjylland vs Viborg FF,2025-09-20 16:00:00,FC Midtjylland won after full-time.,Denmark Superliga,FC Midtjylland,Viborg FF,2.0,0.0,3.0,10.0,5.0,3.0,0.0,3.0,14.0,4.0,107.0,102.0,44.0,37.0,49.0,51.0,,,12.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,7.0,3.0,16.0,16.0,0.0,8.0,4.0,2.0,1.78,4.16,4.29,2.72,1.49,,,,,,,1.6,4.5,4.75,2.37,1.53,,,,,,,0.56,0.24,0.23,0.67,0.37,,,,,,,0.62,0.22,0.21,0.42,0.65,,,,,,,2025-2026
Vejle Boldklub vs Sønderjyske Fodbold,2025-09-21 12:00:00,Game ended in draw.,Denmark Superliga,Vejle Boldklub,Sønderjyske Fodbold,2.0,2.0,12.0,8.0,5.0,9.0,3.0,5.0,11.0,11.0,85.0,92.0,49.0,44.0,49.0,51.0,1.0,0.0,8.0,6.0,3.0,5.0,4.0,0.0,12.0,6.0,5.0,5.0,12.0,10.0,0.0,1.0,4.0,1.0,2.29,3.67,3.08,2.61,1.52,,,,,1.88,1.98,2.25,3.5,3.1,2.37,1.53,,,,,1.82,1.97,0.44,0.27,0.32,0.66,0.38,,,,,0.53,0.51,0.44,0.29,0.32,0.42,0.65,,,,,0.55,0.51,2025-2026
FC København vs Silkeborg IF,2025-09-21 14:00:00,Game ended in draw.,Denmark Superliga,FC København,Silkeborg IF,3.0,3.0,3.0,10.0,5.0,1.0,8.0,2.0,18.0,7.0,155.0,80.0,65.0,18.0,60.0,40.0,1.0,0.0,15.0,5.0,3.0,2.0,1.0,2.0,4.0,9.0,15.0,6.0,10.0,6.0,2.0,4.0,4.0,0.0,1.34,5.51,8.97,2.01,1.85,,,,,,,1.33,5.5,8.0,1.9,1.9,,,,,,,0.75,0.18,0.11,0.54,0.5,,,,,,,0.75,0.18,0.12,0.53,0.53,,,,,,,2025-2026
AGF vs Brøndby IF,2025-09-21 16:00:00,AGF won after full-time.,Denmark Superliga,AGF,Brøndby IF,1.0,0.0,2.0,4.0,6.0,2.0,5.0,4.0,14.0,13.0,115.0,101.0,54.0,53.0,46.0,54.0,1.0,0.0,8.0,7.0,6.0,5.0,4.0,1.0,8.0,8.0,8.0,5.0,13.0,10.0,4.0,3.0,3.0,4.0,2.19,3.54,3.39,2.31,1.65,,,,,1.86,2.03,2.1,3.5,3.25,2.1,1.66,,,,,1.8,2.0,0.46,0.28,0.29,0.61,0.43,,,,,0.54,0.49,0.48,0.29,0.31,0.48,0.6,,,,,0.56,0.5,2025-2026
Randers FC vs Nordsjælland,2025-09-22 17:00:00,Randers FC won after full-time.,Denmark Superliga,Randers FC,Nordsjælland,3.0,0.0,9.0,5.0,2.0,4.0,3.0,3.0,9.0,12.0,65.0,132.0,24.0,42.0,43.0,57.0,,,7.0,9.0,2.0,3.0,1.0,1.0,3.0,5.0,8.0,4.0,16.0,5.0,5.0,3.0,1.0,0.0,2.73,3.64,2.55,2.66,1.51,,,,,,,2.62,3.5,2.45,2.37,1.53,,,,,,,0.37,0.27,0.39,0.66,0.38,,,,,,,0.38,0.29,0.41,0.42,0.65,,,,,,,2025-2026
Sønderjyske Fodbold vs FC København,2025-09-27 16:00:00,FC København won after full-time.,Denmark Superliga,Sønderjyske Fodbold,FC København,1.0,2.0,7.0,3.0,3.0,2.0,3.0,6.0,8.0,13.0,81.0,131.0,27.0,46.0,37.0,63.0,1.0,0.0,4.0,10.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,9.0,14.0,10.0,3.0,0.0,2.0,3.0,6.36,4.57,1.51,2.01,1.85,,,,,1.84,2.05,6.0,4.33,1.5,1.8,1.95,,,,,1.8,2.0,0.16,0.22,0.66,0.54,0.5,,,,,0.54,0.49,0.17,0.23,0.67,0.56,0.51,,,,,0.56,0.5,2025-2026
Viborg FF vs Fredericia,2025-09-28 12:00:00,Viborg FF won after full-time.,Denmark Superliga,Viborg FF,Fredericia,2.0,1.0,11.0,7.0,3.0,1.0,10.0,1.0,14.0,3.0,111.0,90.0,59.0,38.0,53.0,47.0,,,15.0,3.0,6.0,2.0,0.0,2.0,0.0,12.0,15.0,3.0,2.0,4.0,1.0,2.0,,,1.68,4.28,4.78,2.53,1.55,,,,,,,1.65,4.2,4.5,2.37,1.53,,,,,,,0.6,0.23,0.21,0.65,0.4,,,,,,,0.61,0.24,0.22,0.42,0.65,,,,,,,2025-2026
Silkeborg IF vs Vejle Boldklub,2025-09-28 14:00:00,Game ended in draw.,Denmark Superliga,Silkeborg IF,Vejle Boldklub,1.0,1.0,10.0,12.0,0.0,4.0,2.0,2.0,8.0,12.0,89.0,128.0,43.0,45.0,57.0,43.0,,,5.0,8.0,3.0,4.0,0.0,1.0,8.0,4.0,5.0,8.0,7.0,11.0,4.0,3.0,4.0,2.0,2.21,3.61,3.28,2.4,1.61,,,,,,,2.15,3.6,3.1,2.2,1.61,,,,,,,0.45,0.28,0.3,0.62,0.42,,,,,,,0.47,0.28,0.32,0.45,0.62,,,,,,,2025-2026
Nordsjælland vs AGF,2025-09-28 16:00:00,AGF won after full-time.,Denmark Superliga,Nordsjælland,AGF,1.0,2.0,6.0,1.0,3.0,1.0,2.0,2.0,8.0,11.0,98.0,100.0,68.0,54.0,52.0,48.0,0.0,1.0,4.0,8.0,4.0,3.0,2.0,5.0,3.0,4.0,9.0,8.0,13.0,7.0,4.0,4.0,1.0,2.0,2.74,3.69,2.52,2.51,1.56,,,,,,,2.6,3.5,2.55,2.25,1.57,,,,,,,0.36,0.27,0.4,0.64,0.4,,,,,,,0.38,0.29,0.39,0.44,0.64,,,,,,,2025-2026
Brøndby IF vs Odense BK,2025-09-28 18:00:00,Brøndby IF won after full-time.,Denmark Superliga,Brøndby IF,Odense BK,5.0,1.0,4.0,8.0,1.0,2.0,4.0,4.0,15.0,11.0,90.0,82.0,52.0,22.0,54.0,46.0,1.0,0.0,12.0,6.0,3.0,4.0,0.0,3.0,8.0,5.0,11.0,12.0,10.0,16.0,6.0,2.0,2.0,3.0,1.75,4.12,4.49,2.38,1.62,,,,,,,1.66,3.8,4.0,2.2,1.61,,,,,,,0.57,0.24,0.22,0.62,0.42,,,,,,,0.6,0.26,0.25,0.45,0.62,,,,,,,2025-2026
FC Midtjylland vs Randers FC,2025-09-29 17:00:00,FC Midtjylland won after full-time.,Denmark Superliga,FC Midtjylland,Randers FC,2.0,1.0,3.0,5.0,10.0,3.0,3.0,0.0,12.0,9.0,135.0,59.0,84.0,21.0,58.0,42.0,,,7.0,6.0,5.0,3.0,1.0,0.0,3.0,7.0,7.0,4.0,16.0,11.0,3.0,3.0,2.0,2.0,1.74,4.15,4.55,2.42,1.6,,,,,,,1.7,4.1,4.33,2.25,1.57,,,,,,,0.57,0.24,0.22,0.62,0.41,,,,,,,0.59,0.24,0.23,0.44,0.64,,,,,,,2025-2026
Odense BK vs Sønderjyske Fodbold,2025-10-03 17:00:00,Game ended in draw.,Denmark Superliga,Odense BK,Sønderjyske Fodbold,1.0,1.0,11.0,8.0,4.0,6.0,2.0,6.0,8.0,11.0,109.0,145.0,30.0,51.0,42.0,58.0,,,5.0,7.0,3.0,3.0,3.0,2.0,8.0,6.0,4.0,7.0,8.0,13.0,1.0,1.0,1.0,1.0,2.28,3.64,3.13,2.56,1.54,,,,,,,2.2,3.6,3.0,2.25,1.57,,,,,,,0.44,0.27,0.32,0.65,0.39,,,,,,,0.45,0.28,0.33,0.44,0.64,,,,,,,2025-2026
Randers FC vs Viborg FF,2025-10-05 12:00:00,Randers FC won after full-time.,Denmark Superliga,Randers FC,Viborg FF,2.0,1.0,5.0,6.0,5.0,2.0,4.0,4.0,14.0,16.0,84.0,127.0,53.0,63.0,48.0,52.0,,,10.0,8.0,4.0,8.0,2.0,1.0,10.0,7.0,10.0,11.0,9.0,12.0,8.0,5.0,2.0,2.0,2.41,3.5,3.02,2.4,1.61,,,,,,,2.2,3.5,3.0,2.2,1.61,,,,,,,0.41,0.29,0.33,0.62,0.42,,,,,,,0.45,0.29,0.33,0.45,0.62,,,,,,,2025-2026
Vejle Boldklub vs Nordsjælland,2025-10-05 12:00:00,Nordsjælland won after full-time.,Denmark Superliga,Vejle Boldklub,Nordsjælland,0.0,3.0,12.0,7.0,5.0,6.0,5.0,5.0,13.0,16.0,87.0,116.0,43.0,47.0,42.0,58.0,,,8.0,11.0,5.0,5.0,3.0,1.0,8.0,6.0,9.0,7.0,11.0,3.0,2.0,4.0,2.0,0.0,3.3,3.62,2.2,2.43,1.6,,,,,,,3.1,3.6,2.1,2.2,1.61,,,,,,,0.3,0.28,0.45,0.62,0.41,,,,,,,0.32,0.28,0.48,0.45,0.62,,,,,,,2025-2026
AGF vs Silkeborg IF,2025-10-05 14:00:00,AGF won after full-time.,Denmark Superliga,AGF,Silkeborg IF,3.0,1.0,1.0,11.0,4.0,2.0,10.0,2.0,22.0,6.0,140.0,92.0,67.0,30.0,56.0,44.0,,,15.0,4.0,7.0,2.0,5.0,1.0,2.0,12.0,16.0,4.0,9.0,8.0,1.0,7.0,1.0,1.0,1.61,4.44,5.25,2.41,1.61,,,,,,,1.57,4.33,5.25,2.2,1.61,,,,,,,0.62,0.23,0.19,0.62,0.41,,,,,,,0.64,0.23,0.19,0.45,0.62,,,,,,,2025-2026
FC København vs FC Midtjylland,2025-10-05 16:00:00,Game ended in draw.,Denmark Superliga,FC København,FC Midtjylland,1.0,1.0,3.0,2.0,7.0,2.0,7.0,6.0,16.0,10.0,131.0,91.0,67.0,19.0,60.0,40.0,,,11.0,5.0,5.0,5.0,3.0,3.0,7.0,16.0,6.0,6.0,12.0,10.0,2.0,2.0,1.0,2.0,1.98,3.63,3.94,2.26,1.68,,,,,1.85,2.04,1.95,3.6,3.7,2.05,1.7,,,,,1.8,2.0,0.51,0.28,0.25,0.6,0.44,,,,,0.54,0.49,0.51,0.28,0.27,0.49,0.59,,,,,0.56,0.5,2025-2026
Fredericia vs Brøndby IF,2025-10-05 18:00:00,Brøndby IF won after full-time.,Denmark Superliga,Fredericia,Brøndby IF,0.0,2.0,10.0,4.0,3.0,10.0,4.0,12.0,9.0,27.0,67.0,119.0,34.0,89.0,44.0,56.0,,,6.0,13.0,3.0,13.0,1.0,3.0,12.0,8.0,5.0,17.0,8.0,13.0,8.0,1.0,1.0,1.0,6.38,4.91,1.48,2.47,1.58,,,,,,,5.5,4.75,1.48,2.2,1.61,,,,,,,0.16,0.2,0.68,0.63,0.4,,,,,,,0.18,0.21,0.68,0.45,0.62,,,,,,,2025-2026
Silkeborg IF vs FC København,2025-10-17 17:00:00,Silkeborg IF won after full-time.,Denmark Superliga,Silkeborg IF,FC København,3.0,1.0,11.0,3.0,3.0,7.0,1.0,15.0,8.0,27.0,72.0,159.0,16.0,63.0,44.0,56.0,,,6.0,18.0,2.0,8.0,1.0,2.0,14.0,4.0,9.0,17.0,4.0,9.0,6.0,3.0,0.0,1.0,5.17,3.9,1.7,2.02,1.84,,,,,1.9,1.98,5.25,4.0,1.61,1.95,1.8,,,,,1.87,1.92,0.19,0.26,0.59,0.54,0.5,,,,,0.53,0.51,0.19,0.25,0.62,0.51,0.56,,,,,0.53,0.52,2025-2026
Nordsjælland vs Randers FC,2025-10-19 12:00:00,Nordsjælland won after full-time.,Denmark Superliga,Nordsjælland,Randers FC,1.0,0.0,6.0,5.0,6.0,3.0,6.0,9.0,14.0,13.0,35.0,41.0,17.0,22.0,59.0,41.0,,,8.0,8.0,6.0,5.0,0.0,1.0,11.0,7.0,11.0,12.0,10.0,11.0,3.0,6.0,3.0,2.0,1.89,3.82,4.08,2.54,1.55,,,,,,,1.85,3.9,3.7,2.25,1.57,,,,,,,0.53,0.26,0.25,0.65,0.39,,,,,,,0.54,0.26,0.27,0.44,0.64,,,,,,,2025-2026
Viborg FF vs Odense BK,2025-10-19 12:00:00,Odense BK won after full-time.,Denmark Superliga,Viborg FF,Odense BK,1.0,2.0,9.0,10.0,9.0,6.0,5.0,6.0,10.0,18.0,30.0,40.0,17.0,15.0,48.0,52.0,,,5.0,13.0,5.0,5.0,0.0,1.0,9.0,8.0,6.0,9.0,6.0,13.0,5.0,1.0,0.0,1.0,2.08,3.72,3.5,2.41,1.61,,,,,,,2.0,3.5,3.6,2.25,1.57,,,,,,,0.48,0.27,0.29,0.62,0.41,,,,,,,0.5,0.29,0.28,0.44,0.64,,,,,,,2025-2026
Brøndby IF vs AGF,2025-10-19 14:00:00,Game ended in draw.,Denmark Superliga,Brøndby IF,AGF,3.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,9.0,13.0,87.0,113.0,37.0,56.0,39.0,61.0,,,7.0,10.0,2.0,3.0,2.0,1.0,5.0,2.0,8.0,8.0,9.0,10.0,2.0,3.0,0.0,1.0,2.35,3.51,3.09,2.4,1.61,,,,,1.84,2.05,2.25,3.4,3.1,2.2,1.61,,,,,1.8,2.0,0.43,0.28,0.32,0.62,0.42,,,,,0.54,0.49,0.44,0.29,0.32,0.45,0.62,,,,,0.56,0.5,2025-2026
FC Midtjylland vs Vejle Boldklub,2025-10-19 16:00:00,FC Midtjylland won after full-time.,Denmark Superliga,FC Midtjylland,Vejle Boldklub,5.0,1.0,2.0,12.0,5.0,1.0,7.0,1.0,16.0,10.0,113.0,88.0,57.0,28.0,64.0,36.0,,,12.0,3.0,4.0,7.0,0.0,2.0,2.0,11.0,15.0,4.0,10.0,18.0,2.0,3.0,0.0,3.0,1.27,6.27,10.18,1.99,1.85,,,,,,,1.27,6.25,9.5,1.95,1.8,,,,,,,0.79,0.16,0.1,0.54,0.5,,,,,,,0.79,0.16,0.11,0.51,0.56,,,,,,,2025-2026
Sønderjyske Fodbold vs Fredericia,2025-10-20 17:00:00,Sønderjyske Fodbold won after full-time.,Denmark Superliga,Sønderjyske Fodbold,Fredericia,3.0,0.0,9.0,11.0,5.0,9.0,9.0,4.0,21.0,11.0,77.0,100.0,36.0,54.0,49.0,51.0,,,15.0,7.0,6.0,4.0,0.0,2.0,8.0,13.0,10.0,3.0,8.0,9.0,0.0,5.0,,,1.8,4.06,4.29,2.62,1.52,,,,,,,1.85,3.7,3.8,2.37,1.53,,,,,,,0.56,0.25,0.23,0.66,0.38,,,,,,,0.54,0.27,0.26,0.42,0.65,,,,,,,2025-2026
AGF vs Nordsjælland,2025-10-24 17:00:00,AGF won after full-time.,Denmark Superliga,AGF,Nordsjælland,1.0,0.0,1.0,5.0,11.0,4.0,9.0,1.0,24.0,6.0,123.0,57.0,81.0,18.0,60.0,40.0,,,14.0,2.0,10.0,4.0,2.0,0.0,1.0,16.0,16.0,4.0,10.0,4.0,3.0,7.0,0.0,1.0,1.82,4.01,4.21,2.5,1.56,,,,,,,1.75,4.0,4.1,2.2,1.61,,,,,,,0.55,0.25,0.24,0.64,0.4,,,,,,,0.57,0.25,0.24,0.45,0.62,,,,,,,2025-2026
Fredericia vs FC Midtjylland,2025-10-26 13:00:00,FC Midtjylland won after full-time.,Denmark Superliga,Fredericia,FC Midtjylland,0.0,4.0,11.0,2.0,7.0,5.0,2.0,4.0,10.0,21.0,63.0,102.0,39.0,50.0,33.0,67.0,,,5.0,14.0,5.0,7.0,5.0,3.0,9.0,4.0,8.0,14.0,6.0,11.0,6.0,5.0,2.0,0.0,8.23,5.93,1.34,2.34,1.64,,,,,,,8.5,5.5,1.3,2.2,1.61,,,,,,,0.12,0.17,0.75,0.61,0.43,,,,,,,0.12,0.18,0.77,0.45,0.62,,,,,,,2025-2026
Vejle Boldklub vs Silkeborg IF,2025-10-26 13:00:00,Silkeborg IF won after full-time.,Denmark Superliga,Vejle Boldklub,Silkeborg IF,1.0,2.0,12.0,9.0,6.0,10.0,6.0,3.0,13.0,14.0,116.0,86.0,42.0,37.0,45.0,55.0,,,8.0,10.0,5.0,4.0,1.0,0.0,4.0,5.0,8.0,12.0,15.0,5.0,5.0,2.0,1.0,0.0,2.91,3.66,2.4,2.48,1.57,,,,,,,2.87,3.4,2.35,2.25,1.57,,,,,,,0.34,0.27,0.42,0.64,0.4,,,,,,,0.35,0.29,0.43,0.44,0.64,,,,,,,2025-2026
Randers FC vs Sønderjyske Fodbold,2025-10-26 15:00:00,Game ended in draw.,Denmark Superliga,Randers FC,Sønderjyske Fodbold,,,6.0,7.0,4.0,3.0,5.0,4.0,8.0,8.0,116.0,104.0,58.0,37.0,53.0,47.0,,,4.0,6.0,4.0,2.0,1.0,1.0,9.0,5.0,8.0,7.0,5.0,10.0,3.0,3.0,0.0,3.0,1.97,3.85,3.73,2.59,1.53,,,,,,,1.9,3.75,3.6,2.25,1.57,,,,,,,0.51,0.26,0.27,0.65,0.39,,,,,,,0.53,0.27,0.28,0.44,0.64,,,,,,,2025-2026
FC København vs Viborg FF,2025-10-26 17:00:00,Game ended in draw.,Denmark Superliga,FC København,Viborg FF,,,4.0,10.0,6.0,4.0,10.0,2.0,22.0,7.0,139.0,103.0,77.0,48.0,58.0,42.0,,,13.0,3.0,9.0,4.0,1.0,1.0,5.0,14.0,13.0,4.0,12.0,8.0,3.0,3.0,1.0,0.0,1.44,4.85,7.17,2.05,1.82,,,,,,,1.45,4.5,6.5,2.0,1.75,,,,,,,0.69,0.21,0.14,0.55,0.49,,,,,,,0.69,0.22,0.15,0.5,0.57,,,,,,,2025-2026
Odense BK vs Brøndby IF,2025-10-27 18:00:00,Brøndby IF won after full-time.,Denmark Superliga,Odense BK,Brøndby IF,1.0,4.0,9.0,4.0,8.0,3.0,3.0,2.0,10.0,11.0,118.0,74.0,77.0,31.0,53.0,47.0,,,6.0,6.0,4.0,5.0,2.0,4.0,5.0,5.0,7.0,6.0,9.0,5.0,3.0,5.0,3.0,0.0,3.73,3.76,2.0,2.58,1.53,,,,,,,3.7,3.6,1.95,2.25,1.57,,,,,,,0.27,0.27,0.5,0.65,0.39,,,,,,,0.27,0.28,0.51,0.44,0.64,,,,,,,2025-2026
FC København vs Fredericia,2025-11-01 17:00:00,FC København won after full-time.,Denmark Superliga,FC København,Fredericia,3.0,2.0,4.0,11.0,2.0,2.0,5.0,3.0,13.0,10.0,141.0,76.0,54.0,23.0,64.0,36.0,1.0,1.0,7.0,8.0,6.0,2.0,1.0,0.0,5.0,11.0,8.0,8.0,10.0,15.0,3.0,1.0,1.0,1.0,1.26,6.65,9.82,2.04,1.81,,,,,,,1.2,8.0,9.5,2.0,1.75,,,,,,,0.79,0.15,0.1,0.55,0.49,,,,,,,0.83,0.12,0.11,0.5,0.57,,,,,,,2025-2026
Viborg FF vs Randers FC,2025-11-02 13:00:00,Viborg FF won after full-time.,Denmark Superliga,Viborg FF,Randers FC,3.0,2.0,10.0,6.0,5.0,1.0,2.0,1.0,6.0,8.0,90.0,139.0,48.0,63.0,43.0,57.0,,,4.0,5.0,2.0,3.0,,,5.0,5.0,5.0,6.0,14.0,17.0,1.0,1.0,1.0,5.0,2.4,3.58,2.97,2.38,1.62,,,,,,,2.2,3.25,2.8,2.25,1.57,,,,,,,0.42,0.28,0.34,0.62,0.42,,,,,,,0.45,0.31,0.36,0.44,0.64,,,,,,,2025-2026
Sønderjyske Fodbold vs Vejle Boldklub,2025-11-02 15:00:00,Sønderjyske Fodbold won after full-time.,Denmark Superliga,Sønderjyske Fodbold,Vejle Boldklub,2.0,1.0,8.0,12.0,10.0,0.0,8.0,1.0,29.0,3.0,125.0,55.0,108.0,26.0,79.0,21.0,,,22.0,0.0,7.0,3.0,3.0,1.0,2.0,14.0,19.0,3.0,5.0,9.0,1.0,8.0,0.0,2.0,2.03,3.7,3.67,2.41,1.6,,,,,,,2.0,3.6,3.5,2.2,1.61,,,,,,,0.49,0.27,0.27,0.62,0.41,,,,,,,0.5,0.28,0.29,0.45,0.62,,,,,,,2025-2026
