name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Cercle Brugge vs Sint-Truiden,2025-08-29 18:45:00,Game ended in draw.,Belgium Liga Pro,Cercle Brugge,Sint-Truiden,1.0,1.0,7.0,1.0,3.0,8.0,4.0,10.0,13.0,17.0,131.0,92.0,47.0,41.0,51.0,49.0,,,10.0,9.0,3.0,8.0,1.0,1.0,11.0,10.0,8.0,15.0,8.0,9.0,4.0,3.0,2.0,1.0,2.09,3.58,3.62,2.25,1.66,,,,,1.84,2.05,2.0,3.5,3.3,2.2,1.61,,,,,1.9,1.9,0.48,0.28,0.28,0.6,0.44,,,,,0.54,0.49,0.5,0.29,0.3,0.45,0.62,,,,,0.53,0.53,2025-2026
Mechelen vs La Louvière,2025-08-30 14:00:00,Mechelen won after full-time.,Belgium Liga Pro,Mechelen,La Louvière,3.0,2.0,7.0,11.0,4.0,6.0,4.0,6.0,13.0,12.0,85.0,78.0,49.0,38.0,66.0,34.0,,,11.0,8.0,2.0,4.0,2.0,0.0,10.0,9.0,11.0,9.0,13.0,9.0,3.0,5.0,1.0,0.0,2.11,3.63,3.52,2.16,1.71,,,,,1.88,2.01,2.05,3.4,3.4,2.05,1.7,,,,,1.82,1.97,0.47,0.28,0.28,0.58,0.46,,,,,0.53,0.5,0.49,0.29,0.29,0.49,0.59,,,,,0.55,0.51,2025-2026
Westerlo vs Antwerp,2025-08-30 16:15:00,Westerlo won after full-time.,Belgium Liga Pro,Westerlo,Antwerp,2.0,0.0,15.0,5.0,5.0,4.0,5.0,5.0,16.0,13.0,70.0,116.0,42.0,51.0,39.0,61.0,0.0,1.0,12.0,6.0,4.0,7.0,1.0,3.0,10.0,4.0,6.0,8.0,19.0,14.0,3.0,6.0,2.0,3.0,1.93,3.75,3.99,2.47,1.56,,,,,,,1.95,3.6,3.7,2.37,1.53,,,,,,,0.52,0.27,0.25,0.64,0.4,,,,,,,0.51,0.28,0.27,0.42,0.65,,,,,,,2025-2026
Sporting Charleroi vs Dender,2025-08-30 18:45:00,Sporting Charleroi won after full-time.,Belgium Liga Pro,Sporting Charleroi,Dender,3.0,1.0,14.0,16.0,5.0,4.0,3.0,2.0,11.0,9.0,100.0,106.0,46.0,47.0,51.0,49.0,1.0,0.0,8.0,6.0,3.0,3.0,3.0,1.0,5.0,7.0,8.0,5.0,12.0,15.0,3.0,1.0,1.0,0.0,1.79,3.61,5.02,2.05,1.8,,,,,1.88,2.0,1.7,3.7,4.75,1.95,1.8,,,,,1.85,1.95,0.56,0.28,0.2,0.56,0.49,,,,,0.53,0.5,0.59,0.27,0.21,0.51,0.56,,,,,0.54,0.51,2025-2026
Gent vs Club Brugge,2025-08-31 11:30:00,Game ended in draw.,Belgium Liga Pro,Gent,Club Brugge,1.0,1.0,12.0,5.0,6.0,7.0,7.0,2.0,14.0,14.0,81.0,102.0,54.0,58.0,50.0,50.0,,,10.0,10.0,4.0,4.0,1.0,3.0,6.0,6.0,8.0,6.0,12.0,11.0,5.0,1.0,4.0,2.0,5.06,4.44,1.63,2.56,1.52,,,,,,,5.25,4.1,1.57,2.2,1.61,,,,,,,0.2,0.23,0.61,0.66,0.39,,,,,,,0.19,0.24,0.64,0.45,0.62,,,,,,,2025-2026
OH Leuven vs Standard Liège,2025-08-31 14:00:00,OH Leuven won after full-time.,Belgium Liga Pro,OH Leuven,Standard Liège,1.0,0.0,15.0,8.0,4.0,4.0,4.0,5.0,9.0,7.0,81.0,115.0,28.0,50.0,40.0,60.0,,,5.0,3.0,4.0,4.0,3.0,3.0,10.0,4.0,5.0,7.0,12.0,11.0,1.0,3.0,3.0,3.0,2.24,3.11,3.77,1.89,1.96,1.82,2.08,2.03,1.86,2.08,1.82,2.15,3.0,3.5,1.75,2.0,1.77,2.02,1.97,1.82,2.02,1.77,0.45,0.32,0.27,0.51,0.53,0.55,0.48,0.49,0.54,0.48,0.55,0.47,0.33,0.29,0.57,0.5,0.56,0.5,0.51,0.55,0.5,0.56,2025-2026
Union Saint-Gilloise vs Anderlecht,2025-08-31 16:30:00,Union Saint-Gilloise won after full-time.,Belgium Liga Pro,Union Saint-Gilloise,Anderlecht,2.0,0.0,2.0,5.0,5.0,5.0,7.0,3.0,16.0,9.0,88.0,95.0,47.0,45.0,49.0,51.0,1.0,0.0,11.0,4.0,5.0,5.0,0.0,3.0,2.0,8.0,9.0,5.0,7.0,17.0,3.0,3.0,1.0,6.0,1.72,3.81,5.2,2.14,1.73,,,,,1.83,2.01,1.66,3.9,4.5,2.0,1.75,,,,,1.8,2.0,0.58,0.26,0.19,0.58,0.47,,,,,0.55,0.5,0.6,0.26,0.22,0.5,0.57,,,,,0.56,0.5,2025-2026
Genk vs Zulte-Waregem,2025-08-31 17:15:00,Genk won after full-time.,Belgium Liga Pro,Genk,Zulte-Waregem,3.0,2.0,12.0,13.0,5.0,4.0,4.0,3.0,11.0,8.0,94.0,75.0,42.0,39.0,47.0,53.0,0.0,1.0,5.0,7.0,6.0,1.0,,,8.0,8.0,5.0,5.0,9.0,21.0,1.0,1.0,2.0,2.0,1.42,4.94,7.47,2.07,1.78,,,,,,,1.42,5.25,5.75,1.95,1.8,,,,,,,0.7,0.2,0.13,0.56,0.48,,,,,,,0.7,0.19,0.17,0.51,0.56,,,,,,,2025-2026
Standard Liège vs Mechelen,2025-09-12 18:45:00,Game ended in draw.,Belgium Liga Pro,Standard Liège,Mechelen,1.0,1.0,9.0,3.0,12.0,5.0,3.0,4.0,11.0,14.0,106.0,79.0,63.0,32.0,53.0,47.0,1.0,0.0,8.0,10.0,4.0,4.0,0.0,2.0,5.0,5.0,6.0,4.0,10.0,8.0,4.0,2.0,3.0,3.0,2.22,3.38,3.47,2.25,1.66,,,,,1.93,1.95,2.15,3.3,3.3,2.05,1.7,,,,,1.9,1.9,0.45,0.3,0.29,0.6,0.44,,,,,0.52,0.51,0.47,0.3,0.3,0.49,0.59,,,,,0.53,0.53,2025-2026
Zulte-Waregem vs OH Leuven,2025-09-13 14:00:00,Zulte-Waregem won after full-time.,Belgium Liga Pro,Zulte-Waregem,OH Leuven,2.0,0.0,15.0,10.0,2.0,6.0,3.0,13.0,12.0,25.0,87.0,107.0,30.0,69.0,43.0,57.0,,,8.0,13.0,4.0,12.0,2.0,3.0,20.0,4.0,9.0,14.0,14.0,18.0,7.0,6.0,3.0,4.0,2.73,3.27,2.77,2.01,1.84,,,1.9,1.99,2.06,1.84,2.4,3.3,2.9,1.95,1.8,,,1.9,1.9,2.02,1.77,0.37,0.31,0.36,0.54,0.5,,,0.53,0.5,0.49,0.54,0.42,0.3,0.34,0.51,0.56,,,0.53,0.53,0.5,0.56,2025-2026
Dender vs Union Saint-Gilloise,2025-09-13 16:15:00,Union Saint-Gilloise won after full-time.,Belgium Liga Pro,Dender,Union Saint-Gilloise,0.0,1.0,16.0,1.0,1.0,6.0,2.0,11.0,4.0,18.0,75.0,131.0,34.0,74.0,36.0,64.0,,,3.0,13.0,2.0,3.0,0.0,1.0,15.0,5.0,3.0,14.0,5.0,12.0,3.0,2.0,,,8.07,4.61,1.43,1.79,2.06,,,,,1.86,2.02,7.0,4.75,1.42,1.66,2.1,,,,,1.85,1.95,0.12,0.22,0.7,0.49,0.56,,,,,0.54,0.5,0.14,0.21,0.7,0.6,0.48,,,,,0.54,0.51,2025-2026
La Louvière vs Club Brugge,2025-09-13 18:45:00,La Louvière won after full-time.,Belgium Liga Pro,La Louvière,Club Brugge,1.0,0.0,15.0,4.0,5.0,6.0,8.0,6.0,13.0,21.0,72.0,114.0,41.0,63.0,31.0,69.0,0.0,1.0,9.0,14.0,4.0,7.0,2.0,2.0,11.0,8.0,11.0,13.0,15.0,10.0,6.0,3.0,0.0,2.0,5.31,4.14,1.64,2.06,1.79,,,,,,,4.75,4.1,1.61,2.0,1.75,,,,,,,0.19,0.24,0.61,0.56,0.49,,,,,,,0.21,0.24,0.62,0.5,0.57,,,,,,,2025-2026
Antwerp vs Gent,2025-09-14 11:30:00,Gent won after full-time.,Belgium Liga Pro,Antwerp,Gent,1.0,2.0,6.0,15.0,5.0,1.0,6.0,2.0,22.0,9.0,130.0,63.0,68.0,25.0,61.0,39.0,,,12.0,8.0,10.0,1.0,3.0,2.0,5.0,15.0,15.0,5.0,8.0,12.0,2.0,6.0,4.0,2.0,2.33,3.56,3.1,2.39,1.59,,,,,,,2.37,3.3,3.0,2.2,1.61,,,,,1.8,2.0,0.43,0.28,0.32,0.63,0.42,,,,,,,0.42,0.3,0.33,0.45,0.62,,,,,0.56,0.5,2025-2026
Cercle Brugge vs Sporting Charleroi,2025-09-14 14:00:00,Sporting Charleroi won after full-time.,Belgium Liga Pro,Cercle Brugge,Sporting Charleroi,2.0,3.0,7.0,13.0,4.0,3.0,4.0,3.0,8.0,9.0,143.0,90.0,55.0,42.0,56.0,44.0,2.0,0.0,4.0,6.0,4.0,3.0,2.0,3.0,8.0,7.0,5.0,9.0,7.0,12.0,1.0,0.0,1.0,2.0,2.2,3.37,3.53,2.28,1.64,,,,,1.85,2.05,2.1,3.5,3.3,2.1,1.66,,,,,1.8,2.0,0.45,0.3,0.28,0.61,0.44,,,,,0.54,0.49,0.48,0.29,0.3,0.48,0.6,,,,,0.56,0.5,2025-2026
Anderlecht vs Genk,2025-09-14 16:30:00,Game ended in draw.,Belgium Liga Pro,Anderlecht,Genk,1.0,1.0,5.0,10.0,3.0,7.0,4.0,9.0,9.0,18.0,63.0,131.0,29.0,94.0,30.0,70.0,,,6.0,10.0,3.0,8.0,3.0,3.0,14.0,4.0,7.0,10.0,16.0,7.0,2.0,2.0,2.0,3.0,2.56,3.65,2.71,2.38,1.6,,,,,,,2.55,3.3,2.75,2.25,1.57,,,,,,,0.39,0.27,0.37,0.62,0.42,,,,,,,0.39,0.3,0.36,0.44,0.64,,,,,,,2025-2026
Sint-Truiden vs Westerlo,2025-09-14 17:15:00,Westerlo won after full-time.,Belgium Liga Pro,Sint-Truiden,Westerlo,0.0,3.0,2.0,15.0,8.0,3.0,9.0,5.0,17.0,12.0,113.0,91.0,56.0,30.0,63.0,37.0,0.0,1.0,8.0,8.0,9.0,4.0,6.0,1.0,6.0,11.0,9.0,10.0,11.0,14.0,3.0,3.0,1.0,2.0,2.16,3.63,3.38,2.5,1.54,,,,,,,2.1,3.7,3.1,2.25,1.57,,,,,,,0.46,0.28,0.3,0.65,0.4,,,,,,,0.48,0.27,0.32,0.44,0.64,,,,,,,2025-2026
Genk vs Sporting Charleroi,2025-09-17 18:30:00,Sporting Charleroi won after full-time.,Belgium Liga Pro,Genk,Sporting Charleroi,0.0,1.0,9.0,6.0,4.0,3.0,4.0,4.0,15.0,9.0,153.0,57.0,101.0,32.0,69.0,31.0,,,8.0,6.0,9.0,3.0,1.0,3.0,5.0,8.0,5.0,4.0,11.0,11.0,1.0,3.0,0.0,2.0,1.63,4.17,5.43,2.39,1.61,,,,,,,1.65,4.2,4.5,2.37,1.53,,,,,,,0.61,0.24,0.18,0.62,0.42,,,,,,,0.61,0.24,0.22,0.42,0.65,,,,,,,2025-2026
Gent vs Dender,2025-09-19 18:45:00,Gent won after full-time.,Belgium Liga Pro,Gent,Dender,3.0,0.0,9.0,16.0,2.0,5.0,6.0,6.0,15.0,15.0,137.0,92.0,58.0,40.0,63.0,37.0,,,9.0,12.0,6.0,3.0,0.0,1.0,9.0,9.0,10.0,9.0,8.0,5.0,4.0,0.0,1.0,1.0,1.71,4.08,4.85,2.31,1.65,,,,,,,1.72,3.8,4.2,2.05,1.7,,,,,,,0.58,0.25,0.21,0.61,0.43,,,,,,,0.58,0.26,0.24,0.49,0.59,,,,,,,2025-2026
OH Leuven vs La Louvière,2025-09-20 14:00:00,La Louvière won after full-time.,Belgium Liga Pro,OH Leuven,La Louvière,1.0,2.0,15.0,14.0,2.0,1.0,4.0,1.0,8.0,5.0,97.0,69.0,35.0,28.0,67.0,33.0,,,6.0,4.0,2.0,1.0,2.0,4.0,6.0,14.0,4.0,5.0,22.0,16.0,1.0,0.0,4.0,3.0,2.18,3.16,3.86,1.9,1.95,,,1.9,1.98,,,2.05,3.1,3.6,1.8,1.95,,,1.87,1.92,,,0.46,0.32,0.26,0.51,0.53,,,0.53,0.51,,,0.49,0.32,0.28,0.56,0.51,,,0.53,0.52,,,2025-2026
Sporting Charleroi vs Zulte-Waregem,2025-09-20 16:15:00,Zulte-Waregem won after full-time.,Belgium Liga Pro,Sporting Charleroi,Zulte-Waregem,1.0,2.0,3.0,14.0,6.0,11.0,4.0,8.0,9.0,20.0,62.0,117.0,42.0,72.0,36.0,64.0,,,5.0,11.0,4.0,8.0,6.0,2.0,9.0,6.0,5.0,5.0,12.0,14.0,2.0,2.0,3.0,1.0,1.86,3.65,4.44,2.27,1.67,,,,,1.83,2.05,1.83,3.7,3.7,2.1,1.66,,,,,,,0.54,0.27,0.23,0.6,0.44,,,,,0.55,0.49,0.55,0.27,0.27,0.48,0.6,,,,,,,2025-2026
Anderlecht vs Antwerp,2025-09-20 18:45:00,Game ended in draw.,Belgium Liga Pro,Anderlecht,Antwerp,,,6.0,10.0,8.0,2.0,8.0,4.0,18.0,6.0,137.0,67.0,72.0,17.0,68.0,32.0,,,8.0,4.0,10.0,2.0,2.0,0.0,5.0,12.0,10.0,5.0,9.0,13.0,1.0,2.0,3.0,2.0,1.64,4.12,5.36,2.18,1.72,,,,,1.87,2.02,1.7,3.7,4.5,1.95,1.8,,,,,1.82,1.97,0.61,0.24,0.19,0.58,0.46,,,,,0.53,0.5,0.59,0.27,0.22,0.51,0.56,,,,,0.55,0.51,2025-2026
Genk vs Union Saint-Gilloise,2025-09-21 11:30:00,Union Saint-Gilloise won after full-time.,Belgium Liga Pro,Genk,Union Saint-Gilloise,1.0,2.0,13.0,1.0,8.0,5.0,6.0,4.0,15.0,11.0,124.0,84.0,48.0,29.0,64.0,36.0,,,10.0,8.0,5.0,3.0,2.0,4.0,10.0,4.0,9.0,8.0,11.0,12.0,4.0,6.0,2.0,4.0,3.09,3.6,2.32,2.38,1.62,,,,,1.84,2.05,2.87,3.4,2.25,2.2,1.61,,,,,1.8,2.0,0.32,0.28,0.43,0.62,0.42,,,,,0.54,0.49,0.35,0.29,0.44,0.45,0.62,,,,,0.56,0.5,2025-2026
Westerlo vs Standard Liège,2025-09-21 14:00:00,Standard Liège won after full-time.,Belgium Liga Pro,Westerlo,Standard Liège,0.0,2.0,11.0,14.0,7.0,1.0,8.0,1.0,17.0,6.0,117.0,74.0,62.0,26.0,60.0,40.0,,,12.0,2.0,5.0,4.0,2.0,8.0,3.0,15.0,15.0,6.0,7.0,15.0,1.0,4.0,0.0,5.0,1.95,3.71,3.96,2.54,1.55,,,,,1.87,2.02,1.9,3.8,3.6,2.25,1.57,,,,,1.82,1.97,0.51,0.27,0.25,0.65,0.39,,,,,0.53,0.5,0.53,0.26,0.28,0.44,0.64,,,,,0.55,0.51,2025-2026
Club Brugge vs Sint-Truiden,2025-09-21 16:30:00,Club Brugge won after full-time.,Belgium Liga Pro,Club Brugge,Sint-Truiden,2.0,0.0,7.0,2.0,5.0,0.0,6.0,2.0,20.0,7.0,134.0,81.0,78.0,45.0,62.0,38.0,,,16.0,5.0,4.0,2.0,1.0,5.0,2.0,10.0,13.0,4.0,10.0,11.0,3.0,7.0,1.0,2.0,1.3,6.42,8.46,2.14,1.74,,,,,,,1.28,6.25,7.0,1.95,1.8,,,,,,,0.77,0.16,0.12,0.57,0.47,,,,,,,0.78,0.16,0.14,0.51,0.56,,,,,,,2025-2026
Mechelen vs Cercle Brugge,2025-09-21 17:15:00,Game ended in draw.,Belgium Liga Pro,Mechelen,Cercle Brugge,,,3.0,12.0,7.0,7.0,5.0,7.0,13.0,16.0,105.0,109.0,59.0,53.0,50.0,50.0,,,9.0,11.0,4.0,5.0,2.0,1.0,10.0,5.0,6.0,9.0,6.0,17.0,5.0,2.0,1.0,3.0,2.37,3.7,2.93,2.58,1.53,,,,,,,2.3,3.7,2.7,2.37,1.53,,,,,,,0.42,0.27,0.34,0.65,0.39,,,,,,,0.43,0.27,0.37,0.42,0.65,,,,,,,2025-2026
Anderlecht vs Gent,2025-09-23 18:30:00,Anderlecht won after full-time.,Belgium Liga Pro,Anderlecht,Gent,1.0,0.0,6.0,7.0,8.0,2.0,4.0,5.0,17.0,8.0,125.0,66.0,70.0,30.0,54.0,46.0,,,13.0,4.0,4.0,4.0,3.0,0.0,9.0,7.0,16.0,7.0,16.0,12.0,2.0,8.0,3.0,3.0,1.83,3.83,4.42,2.31,1.65,,,,,,,1.75,3.8,4.5,2.1,1.66,,,,,,,0.55,0.26,0.23,0.61,0.43,,,,,,,0.57,0.26,0.22,0.48,0.6,,,,,,,2025-2026
Club Brugge vs Westerlo,2025-09-24 18:30:00,Game ended in draw.,Belgium Liga Pro,Club Brugge,Westerlo,5.0,5.0,4.0,12.0,5.0,4.0,5.0,7.0,17.0,21.0,145.0,78.0,77.0,37.0,71.0,29.0,,,15.0,18.0,2.0,3.0,0.0,1.0,8.0,9.0,12.0,12.0,9.0,14.0,4.0,1.0,1.0,3.0,1.33,6.22,7.93,2.5,1.56,,,,,,,1.3,6.0,8.0,2.37,1.53,,,,,,,0.75,0.16,0.13,0.64,0.4,,,,,,,0.77,0.17,0.12,0.42,0.65,,,,,,,2025-2026
OH Leuven vs Anderlecht,2025-09-26 18:45:00,Game ended in draw.,Belgium Liga Pro,OH Leuven,Anderlecht,1.0,1.0,15.0,2.0,2.0,5.0,8.0,5.0,17.0,10.0,91.0,102.0,39.0,41.0,39.0,61.0,,,10.0,6.0,7.0,4.0,2.0,3.0,9.0,9.0,10.0,6.0,16.0,7.0,1.0,6.0,4.0,3.0,3.65,3.54,2.09,2.16,1.74,,,1.9,1.99,2.0,1.88,3.3,3.6,2.05,2.0,1.75,,,1.85,1.95,1.85,1.95,0.27,0.28,0.48,0.57,0.46,,,0.53,0.5,0.5,0.53,0.3,0.28,0.49,0.5,0.57,,,0.54,0.51,0.54,0.51,2025-2026
Zulte-Waregem vs Antwerp,2025-09-27 14:00:00,Zulte-Waregem won after full-time.,Belgium Liga Pro,Zulte-Waregem,Antwerp,2.0,0.0,11.0,9.0,4.0,4.0,4.0,6.0,17.0,8.0,103.0,91.0,39.0,35.0,43.0,57.0,,,9.0,7.0,8.0,1.0,1.0,4.0,10.0,8.0,12.0,7.0,6.0,13.0,1.0,4.0,0.0,1.0,2.27,3.47,3.28,2.25,1.68,,,,,1.86,2.02,2.2,3.4,3.1,2.1,1.66,,,,,1.8,2.0,0.44,0.29,0.3,0.6,0.44,,,,,0.54,0.5,0.45,0.29,0.32,0.48,0.6,,,,,0.56,0.5,2025-2026
Standard Liège vs Club Brugge,2025-09-27 16:15:00,Club Brugge won after full-time.,Belgium Liga Pro,Standard Liège,Club Brugge,1.0,2.0,8.0,3.0,7.0,8.0,7.0,5.0,18.0,15.0,78.0,102.0,45.0,65.0,37.0,63.0,,,11.0,10.0,7.0,5.0,1.0,1.0,10.0,10.0,11.0,14.0,13.0,7.0,3.0,4.0,4.0,2.0,5.86,4.51,1.55,2.39,1.61,,,,,,,5.25,4.75,1.53,2.2,1.61,,,,,1.8,2.0,0.17,0.22,0.65,0.62,0.42,,,,,,,0.19,0.21,0.65,0.45,0.62,,,,,0.56,0.5,2025-2026
Union Saint-Gilloise vs Westerlo,2025-09-27 18:45:00,Union Saint-Gilloise won after full-time.,Belgium Liga Pro,Union Saint-Gilloise,Westerlo,2.0,0.0,1.0,10.0,9.0,2.0,7.0,2.0,19.0,7.0,95.0,102.0,66.0,35.0,54.0,46.0,,,14.0,3.0,5.0,4.0,3.0,2.0,4.0,8.0,9.0,5.0,15.0,11.0,2.0,5.0,3.0,2.0,1.39,5.48,7.21,2.3,1.66,,,,,,,1.4,5.0,7.0,2.1,1.66,,,,,,,0.72,0.18,0.14,0.6,0.43,,,,,,,0.71,0.2,0.14,0.48,0.6,,,,,,,2025-2026
Sint-Truiden vs Genk,2025-09-28 11:30:00,Genk won after full-time.,Belgium Liga Pro,Sint-Truiden,Genk,1.0,2.0,4.0,14.0,3.0,6.0,5.0,7.0,16.0,15.0,78.0,131.0,39.0,56.0,37.0,63.0,,,11.0,11.0,4.0,4.0,2.0,2.0,7.0,5.0,8.0,12.0,12.0,18.0,5.0,4.0,4.0,2.0,3.4,3.72,2.12,2.4,1.61,,,,,,,3.25,3.5,2.1,2.25,1.57,,,,,,,0.29,0.27,0.47,0.62,0.42,,,,,,,0.31,0.29,0.48,0.44,0.64,,,,,,,2025-2026
Cercle Brugge vs Gent,2025-09-28 14:00:00,Gent won after full-time.,Belgium Liga Pro,Cercle Brugge,Gent,2.0,4.0,13.0,8.0,10.0,2.0,8.0,3.0,23.0,11.0,139.0,74.0,49.0,23.0,50.0,50.0,1.0,0.0,17.0,7.0,6.0,4.0,1.0,2.0,4.0,13.0,16.0,12.0,12.0,9.0,4.0,5.0,2.0,3.0,2.31,3.69,3.03,2.43,1.59,,,,,,,2.25,3.8,2.8,2.2,1.61,,,,,,,0.43,0.27,0.33,0.63,0.41,,,,,,,0.44,0.26,0.36,0.45,0.62,,,,,,,2025-2026
Sporting Charleroi vs Mechelen,2025-09-28 16:30:00,Mechelen won after full-time.,Belgium Liga Pro,Sporting Charleroi,Mechelen,0.0,2.0,7.0,5.0,5.0,3.0,4.0,2.0,13.0,5.0,143.0,61.0,89.0,34.0,63.0,37.0,,,5.0,3.0,8.0,2.0,1.0,0.0,7.0,8.0,12.0,5.0,6.0,10.0,1.0,6.0,0.0,4.0,2.18,3.46,3.5,2.32,1.64,,,,,,,2.0,3.4,3.5,2.1,1.66,,,,,,,0.46,0.29,0.29,0.61,0.43,,,,,,,0.5,0.29,0.29,0.48,0.6,,,,,,,2025-2026
Dender vs La Louvière,2025-09-28 17:15:00,Game ended in draw.,Belgium Liga Pro,Dender,La Louvière,,,16.0,10.0,4.0,2.0,5.0,5.0,10.0,10.0,90.0,73.0,21.0,48.0,63.0,37.0,,,5.0,8.0,5.0,2.0,3.0,3.0,13.0,6.0,7.0,7.0,8.0,7.0,2.0,2.0,1.0,3.0,2.61,3.1,3.05,1.93,1.92,,,2.07,1.83,,,2.37,3.1,2.9,1.8,1.95,,,2.02,1.77,,,0.38,0.32,0.33,0.52,0.52,,,0.48,0.55,,,0.42,0.32,0.34,0.56,0.51,,,0.5,0.56,,,2025-2026
Gent vs Sporting Charleroi,2025-10-03 18:45:00,Gent won after full-time.,Belgium Liga Pro,Gent,Sporting Charleroi,2.0,1.0,5.0,8.0,4.0,2.0,4.0,2.0,9.0,9.0,116.0,95.0,43.0,34.0,62.0,38.0,,,4.0,3.0,5.0,6.0,1.0,0.0,5.0,8.0,7.0,8.0,5.0,9.0,6.0,1.0,2.0,4.0,2.11,3.54,3.62,2.33,1.64,,,,,,,2.1,3.5,3.25,2.1,1.66,,,,,,,0.47,0.28,0.28,0.61,0.43,,,,,,,0.48,0.29,0.31,0.48,0.6,,,,,,,2025-2026
Mechelen vs Sint-Truiden,2025-10-04 14:00:00,Sint-Truiden won after full-time.,Belgium Liga Pro,Mechelen,Sint-Truiden,1.0,3.0,4.0,6.0,5.0,9.0,4.0,4.0,10.0,19.0,66.0,126.0,53.0,74.0,50.0,50.0,0.0,2.0,8.0,14.0,2.0,5.0,0.0,2.0,7.0,4.0,5.0,13.0,18.0,14.0,6.0,3.0,3.0,1.0,2.21,3.53,3.37,2.34,1.64,,,,,,,2.1,3.5,3.1,2.1,1.66,,,,,,,0.45,0.28,0.3,0.61,0.43,,,,,,,0.48,0.29,0.32,0.48,0.6,,,,,,,2025-2026
La Louvière vs Zulte-Waregem,2025-10-04 16:15:00,Game ended in draw.,Belgium Liga Pro,La Louvière,Zulte-Waregem,,,10.0,7.0,12.0,1.0,5.0,0.0,11.0,6.0,92.0,81.0,51.0,40.0,36.0,64.0,,,6.0,4.0,5.0,2.0,2.0,0.0,4.0,12.0,12.0,3.0,12.0,8.0,5.0,4.0,2.0,3.0,2.44,3.37,3.07,2.13,1.76,,,,,2.0,1.89,2.3,3.3,3.1,2.05,1.7,,,,,1.95,1.85,0.41,0.3,0.33,0.57,0.47,,,,,0.5,0.53,0.43,0.3,0.32,0.49,0.59,,,,,0.51,0.54,2025-2026
Antwerp vs Cercle Brugge,2025-10-04 18:45:00,Game ended in draw.,Belgium Liga Pro,Antwerp,Cercle Brugge,1.0,1.0,12.0,14.0,8.0,3.0,6.0,5.0,18.0,12.0,97.0,97.0,59.0,42.0,47.0,53.0,,,10.0,9.0,8.0,3.0,5.0,3.0,7.0,9.0,16.0,7.0,14.0,12.0,1.0,9.0,1.0,1.0,2.92,3.45,2.49,2.3,1.66,,,,,1.86,2.03,2.75,3.3,2.5,2.1,1.66,,,,,1.82,1.97,0.34,0.29,0.4,0.6,0.43,,,,,0.54,0.49,0.36,0.3,0.4,0.48,0.6,,,,,0.55,0.51,2025-2026
Anderlecht vs Standard Liège,2025-10-05 11:30:00,Anderlecht won after full-time.,Belgium Liga Pro,Anderlecht,Standard Liège,1.0,0.0,6.0,11.0,6.0,4.0,7.0,5.0,17.0,9.0,98.0,118.0,61.0,45.0,51.0,49.0,,,7.0,6.0,10.0,3.0,1.0,1.0,9.0,10.0,12.0,6.0,18.0,12.0,1.0,5.0,3.0,3.0,1.62,4.28,5.42,2.11,1.77,,,,,1.87,2.01,1.6,4.0,5.25,1.95,1.8,,,,,1.82,1.97,0.62,0.23,0.18,0.56,0.47,,,,,0.53,0.5,0.62,0.25,0.19,0.51,0.56,,,,,0.55,0.51,2025-2026
Genk vs Dender,2025-10-05 14:00:00,Genk won after full-time.,Belgium Liga Pro,Genk,Dender,2.0,1.0,10.0,16.0,8.0,3.0,7.0,0.0,25.0,10.0,154.0,79.0,77.0,43.0,66.0,34.0,,,11.0,9.0,14.0,1.0,2.0,2.0,2.0,14.0,14.0,10.0,11.0,15.0,8.0,6.0,2.0,5.0,1.43,5.1,6.89,2.12,1.76,,,,,,,1.48,4.5,5.5,2.05,1.7,,,,,,,0.7,0.2,0.15,0.57,0.47,,,,,,,0.68,0.22,0.18,0.49,0.59,,,,,,,2025-2026
